序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(202209) ,净利润(202209),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
698,002172,澳洋健康,江苏澳洋健康产业股份有限公司,江苏,苏州市,16.80亿,2493.23万,2274,2007-09-21,--,,粘胶纤维,化学纤维、医药物流、医疗服务,医疗服务业务、医药流通业务。
699,002173,创新医疗,创新医疗管理股份有限公司,浙江,绍兴市,5.41亿,-1312.07万,2640,2007-09-25,--,,医疗服务,医疗服务,医疗服务。
700,002174,游族网络,游族网络股份有限公司,福建,泉州市,14.62亿,7402.40万,1600,2007-09-25,--,,游戏,网页游戏、移动游戏,移动游戏和网页游戏的研发、发行及运营。
701,002175,东方智造,广西东方智造科技股份有限公司,广西,桂林市,2.14亿,4211.64万,808,2007-10-12,--,,文化传媒,量仪量具产品,量具量仪的研发、生产和销售。
702,002176,江特电机,江西特种电机股份有限公司,江西,宜春市,46.22亿,19.57亿,3116,2007-10-12,--,,电机,特种电机、锂云母采选、碳酸锂加工,锂云母采选及碳酸锂加工、特种电机研发生产和销售。
703,002177,*ST御银,广州御银科技股份有限公司,广东,广州市,5432.90万,5225.83万,199,2007-11-01,--,,专用计算机设备,专用设备制造,从事智能金融设备行业相关运营服务和自有物业打造的御银科技产业园运营业务。
704,002178,延华智能,上海延华智能科技(集团)股份有限公司,上海,上海市,3.71亿,-1134.91万,962,2007-11-01,--,,房屋建筑,绿色智慧城市服务,专注于智慧城市顶层设计、电子政务、智慧医疗、智慧节能、智慧环保、智能建筑、智慧交通、智慧养老等智慧城市各专业领域。
705,002179,中航光电,中航光电科技股份有限公司,河南,洛阳市,124.54亿,24.43亿,15927,2007-11-01,--,,电子零部件,连接器,中高端光、电、流体连接技术与产品的研究与开发，专业为航空及防务和高端制造提供互连解决方案
706,002180,纳思达,纳思达股份有限公司,广东,珠海市,189.76亿,17.79亿,23817,2007-11-13,--,,集成电路,芯片、耗材、配件、打印业务、软件及服务、授权许可,集成电路芯片、通用打印耗材及核心部件和再生打印耗材的研究、开发、生产和销售。
707,002181,粤传媒,广东广州日报传媒股份有限公司,广东,广州市,3.64亿,2726.74万,1515,2007-11-16,--,,平面媒体,报刊、商业印刷、新媒体、商品、物流运输,广告业务、销售业务、印刷业务、系列媒体经营业务、文创园区运营及文化产业投资业务等。
708,002182,云海金属,南京云海特种金属股份有限公司,江苏,南京市,71.08亿,6.33亿,3527,2007-11-13,--,,其他金属新材料,镁合金、铝合金、金属锶、镁粒子、中间合金、压铸件,镁、铝轻质合金材料及其挤压、压铸等深加工业务。
709,002183,怡亚通,深圳市怡亚通供应链股份有限公司,广东,深圳市,532.11亿,2.04亿,8034,2007-11-13,--,,供应链管理,供应链管理服务业务,供应链管理服务。
710,002184,海得控制,上海海得控制系统股份有限公司,上海,上海市,16.83亿,8921.79万,1128,2007-11-16,--,,电气自控设备,工业电气自动化业务、工业信息化业务、新能源业务,以工业自动化控制技术、工业信息化技术及其融合技术为主要特征的软硬件产品、系统集成与解决方案的研发、生产与销售。
711,002185,华天科技,天水华天科技股份有限公司,甘肃,天水市,91.27亿,9.54亿,27730,2007-11-20,--,,集成电路,集成电路封装产品,集成电路封装测试。
712,002186,全聚德,中国全聚德(集团)股份有限公司,北京,北京市,5.64亿,-1.86亿,3121,2007-11-20,--,,餐饮,餐饮服务、商品销售,餐饮服务及食品加工、销售业务。
713,002187,广百股份,广州市广百股份有限公司,广东,广州市,37.51亿,-6775.04万,3820,2007-11-22,--,,百货,商业、租赁,百货零售服务。
714,002188,中天服务,中天服务股份有限公司,浙江,嘉兴市,2.12亿,4733.83万,1739,2007-11-22,--,,网络媒体,物业管理,物业管理服务。
715,002189,中光学,中光学集团股份有限公司,河南,南阳市,25.27亿,-2382.19万,3461,2007-12-03,--,,光学元件,光学仪器制造,精密光学元组件、光电防务、军民两用要地监控、投影整机及其核心部件。
716,002190,成飞集成,四川成飞集成科技股份有限公司,四川,成都市,10.34亿,7386.02万,1330,2007-12-03,--,,其他电气设备,工装模具及汽车零部件、航空零部件、汽车模具,工模具设计、研制和制造、汽车零部件生产、航空零部件的生产。
717,002191,劲嘉股份,深圳劲嘉集团股份有限公司,广东,深圳市,39.42亿,6.23亿,6540,2007-12-05,--,,包装印刷,包装印刷、镭射包装材料、物业管理,高端包装印刷品和包装材料的研究生产。
718,002192,融捷股份,融捷股份有限公司,广东,广州市,16.82亿,12.91亿,1008,2007-12-05,--,,电池,锂矿采选、锂盐及深加工、锂电设备,锂矿采选、锂盐加工及冶炼、锂电设备制造等
719,002193,如意集团,山东如意毛纺服装集团股份有限公司,山东,济宁市,5.67亿,792.43万,2447,2007-12-07,--,,毛纺,精纺呢绒、西装,纺织品、服装和服饰的设计、生产、销售。羊毛及其他纺织原料辅料的收购、加工及销售，纺织服装技术的研发、推广等。
720,002194,武汉凡谷,武汉凡谷电子技术股份有限公司,湖北,武汉市,16.24亿,2.51亿,2676,2007-12-07,--,,通信传输设备,射频器件,从事射频器件和射频子系统的研发、生产、销售和服务。
721,002195,二三四五,上海二三四五网络控股集团股份有限公司,上海,上海市,5.07亿,3.25亿,428,2007-12-12,--,,其他非银行金融,互联网信息服务、多元投资,互联网信息服务业务、多元投资业务。
722,002196,方正电机,浙江方正电机股份有限公司,浙江,丽水市,16.85亿,-1246.32万,2816,2007-12-12,--,,电机,机械,缝纫机应用类产品、汽车应用类产品（包括新能源汽车驱动电机、配套电机以及动力总成控制类产品）以及智能控制器的研发、生产与销售。
723,002197,证通电子,深圳市证通电子股份有限公司,广东,深圳市,8.28亿,1236.68万,1135,2007-12-18,--,,金融设备,DC及云计算业务、金融科技业务、照明科技业务,金融科技业务、IDC及云计算业务、照明科技业务。
724,002198,嘉应制药,广东嘉应制药股份有限公司,广东,梅州市,4.15亿,2225.93万,753,2007-12-18,--,,中药生产,咽喉类、感冒类、骨科类、风湿类、妇科类、清热类、补益类、肠胃类,中成药的研发、生产和销售。
725,002199,东晶电子,浙江东晶电子股份有限公司,浙江,金华市,1.35亿,-3639.24万,705,2007-12-21,--,,电子元件,谐振器、振荡器、电容、供应链服务,石英晶体元器件的研发、设计、生产和销售。
726,002200,ST交投,云南交投生态科技股份有限公司,云南,昆明市,2.06亿,-2178.74万,236,2007-12-21,--,,园林工程,苗木销售、苗木租摆、绿化工程施工、客栈住宿收入、房地产销售,市政及绿化工程、生态治理和生态修复。
727,002201,正威新材,江苏正威新材料股份有限公司,江苏,南通市,10.06亿,2807.85万,2239,2007-12-26,--,,玻纤,玻璃纤维及制品、玻璃纤维增强塑料制品、其他,玻璃纤维深加工制品、玻璃纤维复合材料以及高性能玻璃纤维、高性能玻璃纤维增强基材的制造和销售。
728,002202,金风科技,新疆金风科技股份有限公司,新疆,乌鲁木齐市,261.63亿,24.03亿,10781,2007-12-26,--,,风能,风机及零部件销售、风电服务、风电场开发,风机制造、风电服务、风电场投资与开发以及水务等其他业务。
729,002203,海亮股份,浙江海亮股份有限公司,浙江,绍兴市,574.49亿,9.43亿,8584,2008-01-16,--,,铜,铜管、铜棒、铜排,铜管、铜棒、铜管接件、铜铝复合导体、铝型材等产品的研发、生产制造和销售。
730,002204,大连重工,大连华锐重工集团股份有限公司,辽宁,大连市,74.50亿,2.26亿,5427,2008-01-16,--,,基础件,机械设备制造,为冶金、港口、能源、矿山、工程、交通、航空航天、造船等国民经济基础产业提供成套技术装备、高新技术产品和服务。
731,002205,国统股份,新疆国统管道股份有限公司,新疆,乌鲁木齐市,3.45亿,-6003.99万,902,2008-01-23,--,,管材,基建建设、建材、建筑安装服务、运输,预应力钢筒混凝土管(PCCP)、各种输水管道及其异型管件和配件、地铁盾构环片等水泥制品的制造、运输及相关的技术开发和咨询服务和PPP项目。
732,002206,海利得,浙江海利得新材料股份有限公司,浙江,嘉兴市,42.14亿,2.84亿,3317,2008-01-23,--,,涤纶,化学纤维制品、橡胶和塑料制品,化学纤维制品、橡胶和塑料制品的研发、生产、销售。
733,002207,准油股份,新疆准东石油技术股份有限公司,新疆,昌吉回族自治州,1.37亿,252.38万,718,2008-01-28,--,,油田服务,工业业务、施工业务、运输业务,石油技术服务和油田相关的配套服务（油服行业）
734,002208,合肥城建,合肥城建发展股份有限公司,安徽,合肥市,16.13亿,1.77亿,571,2008-01-28,--,,房地产开发,房地产开发,房地产开发。
735,002209,达意隆,广州达意隆包装机械股份有限公司,广东,广州市,8.43亿,3534.37万,1376,2008-01-30,--,,印刷包装设备,液体包装机械及自动化设备,从事液体包装机械的研发、生产和销售。
736,002210,飞马国际,深圳市飞马国际供应链股份有限公司,广东,深圳市,1.68亿,531.12万,289,2008-01-30,--,,物流,供应链管理服务、环保新能源行业,供应链管理服务和环保新能源业务。
737,002211,ST宏达,上海宏达新材料股份有限公司,上海,上海市,2.85亿,-2415.62万,291,2008-02-01,--,,其他化学制品,硅橡胶系列产品、专网无线通信产品,硅橡胶及其制品的加工销售、专网通信设备的加工、组装、检测及销售业务等。
738,002212,天融信,天融信科技集团股份有限公司,广东,汕头市,14.63亿,-4.20亿,6269,2008-02-01,--,,电线电缆,网络安全、大数据、云服务,提供网络安全及大数据产品和安全服务。
739,002213,大为股份,深圳市大为创新科技股份有限公司,广东,深圳市,6.40亿,1778.55万,415,2008-02-01,--,,汽车零部件,电涡流缓速器、液力缓速器、通信设备、计算机及其他电子设备、手机配件、房屋租赁、缓速器配件、行车记录仪,汽车制造业、新一代信息技术业。
740,002214,大立科技,浙江大立科技股份有限公司,浙江,杭州市,3.33亿,-4384.11万,907,2008-02-18,--,,电子零部件,红外热像仪系列产品、巡检机器人,非制冷焦平面探测器、红外热像仪、红外热成像系统的研发、生产和销售。
741,002215,诺普信,深圳诺普信农化股份有限公司,广东,深圳市,32.06亿,3.15亿,3261,2008-02-18,--,,农药,农药制剂、植物营养,研发、生产、销售环境友好农药制剂和植物营养等农业投入品，为客户提供专业化农业综合服务。
742,002216,三全食品,三全食品股份有限公司,河南,郑州市,53.35亿,5.26亿,7652,2008-02-20,--,,冷冻食品,速冻面米制品、速冻调制食品、冷藏及短保类,速冻面米制品、速冻调制食品、冷藏产品、常温产品等的研发、生产和销售。
743,002217,合力泰,合力泰科技股份有限公司,福建,福州市,90.43亿,-14.44亿,19002,2008-02-20,--,,显示器件,触控显示类产品、光电传感类产品、TN/STN/电子纸显示类产品、FPC产品、化工类产品、其他显示产品,研发、生产、销售为一体的智能硬件方案商和制造商。
744,002218,拓日新能,深圳市拓日新能源科技股份有限公司,广东,深圳市,10.25亿,1.06亿,1257,2008-02-28,--,,电池,晶体硅太阳能电池芯片及组件、电费、光伏太阳能玻璃、其他光伏类产品,"高效太阳电池,高效光伏组件,多样化便携型太阳能电源及太阳能照明系统,光伏玻璃,光伏胶膜材料,光伏电站支架等产品的研发与生产,分布式及地面光伏电站的设计,建设及运维等业务。"
745,002219,新里程,新里程健康科技集团股份有限公司,甘肃,陇南市,23.27亿,1.21亿,7622,2008-03-06,--,,医疗服务,医疗服务、药品制造,医疗服务和药品制造。
746,002221,东华能源,东华能源股份有限公司,江苏,南京市,220.09亿,1.81亿,1828,2008-03-06,--,,石油加工,液化石油气、仓储,生产、销售液化气并提供相关售后服务。
747,002222,福晶科技,福建福晶科技股份有限公司,福建,福州市,6.06亿,1.99亿,1459,2008-03-19,--,,电子元件,晶体元器件、精密光学元件、激光器件,激光及光通讯领域各类晶体元器件、精密光学元件及激光器件的研发、生产和销售。
748,002223,鱼跃医疗,江苏鱼跃医疗设备股份有限公司,江苏,镇江市,51.16亿,11.18亿,6440,2008-04-18,--,,医疗器械,医用呼吸与供氧、医用临床、家用医疗、外贸产品,研发、制造和销售医疗器械产品及提供相关解决方案。
749,002224,三力士,三力士股份有限公司,浙江,绍兴市,6.05亿,7805.35万,913,2008-04-25,--,,其他橡胶制品,橡胶V带,橡胶制品的研发、生产与销售。
